id,farmer_id,crop_class,crop_variety,bbk_payment_method,base_price,grade_a_price,grade_b_price,grade_c_price, total_weight ,grade_a_weight,grade_b_weight,grade_c_weight, total_net_weight , net_owed_to_farmer ,grade_a_cash_value,grade_b_cash_value,grade_c_cash_value,bbk_created_at
14947,4226,Navy Bean,Lwangeni,Paycode,21,23,21,21, 558.00 ,508,50,0,558," 12,734.00 ",11684,1050,0,16/06/2025
12264,4232,Soy Bean,Kafue,Paycode,13,17,15,14,393,393,0,0,393,6681,6681,0,0,12/06/2025
20919,4274,Sugar bean,Lungwebungu,Paycode,25,30,27,25, 50.00 ,0,50,0,0,-2.00 ,0,0,0,06/07/2025
15663,4278,Soy Bean,Kafue,MTN Money,10,10,10,10,1610,1610,0,0,1470,15435,15435,0,0,22/06/2025
21076,4282,Sugar bean,Lungwebungu,Paycode,25,30,27,25," 2,650.00 ",2650,0,0,2320," 61,239.00 ",69600,0,0,06/07/2025
22438,4338,Soy Bean,Kafue,Paycode,12,15,14,12,253,253,0,0,153,835,2295,0,0,11/07/2025
22573,4342,Soy Bean,Kafue,Paycode,12,15,14,12,750,700,50,0,650,9700,9000,700,0,11/07/2025
14574,4342,Soy Bean,Kafue,Paycode,12,15,14,12,750,700,50,0,650,9700,9000,700,0,18/06/2025
18055,4347,Soy Bean,Kafue,Paycode,12,15,14,12,50,0,50,0,50,700,0,700,0,27/06/2025
14234,4347,Soy Bean,Kafue,Paycode,12,15,14,12,950,950,0,0,900,12400,13500,0,0,17/06/2025
15572,4398,Soy Bean,Kafue,Paycode,12,15,14,12,544,0,544,0,544,7616,0,7616,0,21/06/2025
11172,4398,Cowpea,Lutembwe,Paycode,10,13,12,10,63,0,63,0,63,756,0,756,0,07/06/2025
6526,4398,Cowpea,Lutembwe,Paycode,10,13,12,10,133,0,133,0,68,466,0,816,0,24/05/2025
11540,4406,Cowpea,Bubebe,Paycode,10,13,12,10,236,236,0,0,171,14421,2223,0,0,10/06/2025
11470,4406,Soy Bean,Kafue,Paycode,13,17,15,14,1044,1044,0,0,794,12198,13498,0,0,10/06/2025
17929,4468,Soy Bean,Kafue,Paycode,12,15,14,12,504,504,0,0,404,5112,6060,0,0,27/06/2025
18948,4472,Soy Bean,Kafue,Paycode,12,15,14,12,169,169,0,0,57,505,855,0,0,30/06/2025
17483,4476,Soy Bean,Kafue,Paycode,12,15,14,12,732,732,0,0,632,9480,9480,0,0,26/06/2025
13669,4480,Soy Bean,Kafue,Paycode,12,15,14,12,1158,1108,50,0,758,10420,10620,700,0,16/06/2025
21903,4500,Sugar bean,Lungwebungu,Paycode,25,30,27,25," 2,678.00 ",2678,0,0,2478," 68,490.00 ",74340,0,0,10/07/2025
14319,4561,Cowpea,Lutembwe,Paycode,10,13,12,10,313,0,50,263,248,10106,0,0,2480,17/06/2025
2097,4597,Soy Bean,Kafue,Paycode,13,17,15,14,519,469,50,0,269,3973,3723,750,0,08/05/2025
17663,4618,Navy Bean,Lwangeni,Paycode,21,23,21,21," 1,750.00 ",1750,0,0,1750," 36,650.00 ",40250,0,0,27/06/2025
17664,4618,Sugar bean,Lungwebungu,Paycode,22,25,22,22," 1,600.00 ",1600,0,0,1600," 36,960.00 ",40000,0,0,27/06/2025
2479,4712,Soy Bean,Kafue,Paycode,13,17,15,14,100,100,0,0,0,30681,0,0,0,09/05/2025
1145,4721,Soy Bean,Kafue,Paycode,13,17,15,14,941,941,0,0,641,7597,10897,0,0,01/05/2025
6372,4743,Soy Bean,Kafue,Paycode,13,17,15,14,850,850,0,0,750,12750,12750,0,0,24/05/2025
25975,4793,Sugar bean,Lungwebungu,Paycode,25,30,27,25, 50.00 ,50,0,0,0, -   ,0,0,0,28/08/2025
2499,4806,Soy Bean,Kafue,Paycode,13,17,15,14,450,0,450,0,230,2935,0,3450,0,09/05/2025
25643,7600,Soy Bean,Kafue,Paycode,12,15,14,12,1350,0,1350,0,1200,21960,0,16800,0,05/08/2025
14100,7600,Soy Bean,Emerald,Paycode,12,15,14,12,604,604,0,0,404,5160,6060,0,0,17/06/2025
17014,7639,Soy Bean,Kafue,Paycode,12,15,14,12,291,241,50,0,191,2165,2115,700,0,25/06/2025
4975,7647,Soy Bean,Kafue,Paycode,13,17,15,14,115,115,0,0,15,255,255,0,0,20/05/2025
13987,7655,Soy Bean,Kafue,Paycode,12,15,14,12,269,219,50,0,169,9835,1785,700,0,17/06/2025
11898,7730,Cowpea,Lutembwe,Paycode,10,13,12,10,143,0,143,0,78,936,0,936,0,11/06/2025
5489,7755,Soy Bean,Kafue,Paycode,13,17,15,14,2400,2400,0,0,2200,35900,37400,0,0,21/05/2025
6838,7771,Soy Bean,Kafue,Paycode,13,17,15,14,652,652,0,0,527,23157,8959,0,0,26/05/2025
9580,7792,Soy Bean,Kafue,Paycode,13,17,15,14,100,100,0,0,50,850,850,0,0,03/06/2025
16288,7801,Soy Bean,Kafue,Paycode,12,15,14,12,266,266,0,0,66,990,990,0,0,24/06/2025
4702,7842,Soy Bean,Kafue,Paycode,13,17,15,14,932,717,165,50,832,13164,10489,2475,700,19/05/2025
17820,7908,Soy Bean,Kafue,Airtel Money,10,10,10,10,425,0,0,425,100,1050,0,0,1050,27/06/2025
5087,7925,Soy Bean,Kafue,Paycode,13,17,15,14,671,671,0,0,546,8782,9282,0,0,20/05/2025
7095,7929,Soy Bean,Kafue,Paycode,13,17,15,14,600,600,0,0,350,4450,5950,0,0,27/05/2025
12787,7948,Soy Bean,Kafue,Paycode,12,15,14,12,1700,1700,0,0,1550,21950,23250,0,0,13/06/2025
7078,7969,Soy Bean,Kafue,Paycode,13,17,15,14,2172,2172,0,0,1922,31674,32674,0,0,27/05/2025
7660,8018,Soy Bean,Kafue,MTN Money,12,12,12,12,100,100,0,0,0,0,0,0,0,28/05/2025
6764,8055,Soy Bean,Kafue,Paycode,13,17,15,14,1197,1197,0,0,1097,18149,18649,0,0,26/05/2025
2902,8113,Soy Bean,Kafue,Paycode,13,17,15,14,589,589,0,0,489,7013,8313,0,0,12/05/2025
2357,8147,Soy Bean,Kafue,Paycode,13,17,15,14,1194,697,497,0,894,11480,6749,7455,0,08/05/2025
23832,8291,Navy Bean,Lwangeni,Paycode,21,23,21,21, 50.00 ,0,50,0,50," 1,050.00 ",0,1050,0,18/07/2025
17321,8291,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 450.00 ,450,0,0,450," 11,250.00 ",11250,0,0,26/06/2025
22679,8311,Navy Bean,Lwangeni,Paycode,21,23,21,21, 671.00 ,50,465,156,546," 11,166.00 ",0,8190,3276,12/07/2025
18761,8319,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 400.00 ,0,300,100,400," 8,800.00 ",0,6600,2200,30/06/2025
18478,8319,Navy Bean,Lwangeni,Paycode,21,23,21,21, 350.00 ,100,250,0,300," 3,090.00 ",1150,5250,0,29/06/2025
5112,8327,Soy Bean,Kafue,Paycode,13,17,15,14,428,428,0,0,328,4426,5576,0,0,20/05/2025
7588,8327,Soy Bean,Kafue,Paycode,13,17,15,14,362,362,0,0,362,5504,6154,0,0,28/05/2025
6810,8352,Soy Bean,Kafue,Paycode,13,17,15,14,939,939,0,0,589,1513,10013,0,0,26/05/2025
22586,8363,Navy Bean,Lwangeni,Paycode,21,23,21,21, 446.00 ,0,0,446,446," 5,231.00 ",0,0,9366,11/07/2025
26101,8363,Navy Bean,Lwangeni,Paycode,21,23,21,21, 446.00 ,446,0,0,446," 8,308.00 ",10258,0,0,29/09/2025
22587,8363,Sugar bean,Mbereshi,Paycode,22,25,22,22, 100.00 ,100,0,0,100," 2,500.00 ",2500,0,0,11/07/2025
3740,8376,Cowpea,Lutembwe,Paycode,10,13,12,10,125,0,125,0,60,4745,0,720,0,14/05/2025
17033,8442,Sugar bean,Lungwebungu,Paycode,25,30,27,25, 900.00 ,900,0,0,800," 20,100.00 ",24000,0,0,24/06/2025
11185,8514,Cowpea,Lutembwe,Paycode,10,13,12,10,96,50,46,0,96,1202,650,552,0,09/06/2025
13497,8518,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 450.00 ,450,0,0,450," 11,250.00 ",11250,0,0,15/06/2025
13339,8518,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 450.00 ,350,100,0,350," 6,200.00 ",6250,2200,0,15/06/2025
9792,8530,Soy Bean,Kafue,Paycode,13,17,15,14,155,155,0,0,55,285,935,0,0,04/06/2025
20913,8534,Navy Bean,Lwangeni,Paycode,23,27,25,23, 850.00 ,850,0,0,850," 14,950.00 ",22950,0,0,06/07/2025
20721,8542,Sugar bean,Lungwebungu,Paycode,25,30,27,25, 529.00 ,529,0,0,529," 8,410.00 ",15870,0,0,05/07/2025
10779,8554,Soy Bean,Kafue,Paycode,13,17,15,14,658,589,0,69,358,4979,4913,0,966,07/06/2025
23203,8574,Navy Bean,Lwangeni,Paycode,21,23,21,21, 300.00 ,250,50,0,250," 5,650.00 ",4600,1050,0,15/07/2025
9540,8617,Soy Bean,Kafue,Paycode,13,17,15,14,430,0,430,0,330,4450,0,4950,0,04/06/2025
5784,8816,Soy Bean,Emerald,Airtel Money,12,12,12,12,200,0,200,0,0,0,0,0,0,22/05/2025
12137,8956,Sunflower,Sunflower,Paycode,6,6,6,6,115,115,0,0,115,690,690,0,0,11/06/2025
11026,8973,Soy Bean,Kafue,Airtel Money,12,12,12,12,600,0,0,600,300,3750,0,0,3750,08/06/2025
15079,8985,Soy Bean,Kafue,Paycode,12,15,14,12,433,433,0,0,433,5995,6495,0,0,19/06/2025
18975,9050,Soy Bean,Kafue,Paycode,12,15,14,12,1200,1200,0,0,1100,16500,16500,0,0,30/06/2025
21726,9054,Soy Bean,Kafue,Paycode,12,15,14,12,893,893,0,0,773,10831,11595,0,0,09/07/2025
22484,9058,Navy Bean,Lwangeni,Paycode,21,23,21,21, 600.00 ,600,0,0,600," 11,500.00 ",13800,0,0,11/07/2025
22712,9062,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 300.00 ,300,0,0,300," 6,525.00 ",7500,0,0,13/07/2025
21255,9066,Navy Bean,Lwangeni,Paycode,21,23,21,21, 550.00 ,550,0,0,450," 8,100.00 ",10350,0,0,07/07/2025
19176,9119,Navy Bean,Lwangeni,Paycode,21,23,21,21, 200.00 ,200,0,0,200," 4,600.00 ",4600,0,0,01/07/2025
19177,9119,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 400.00 ,400,0,0,400," 10,000.00 ",10000,0,0,01/07/2025
11831,9216,Soy Bean,Kafue,Paycode,13,17,15,14,1000,1000,0,0,800,11300,13600,0,0,11/06/2025
11833,9285,Soy Bean,Kafue,Paycode,13,17,15,14,1200,1200,0,0,1000,14700,17000,0,0,11/06/2025
13745,9293,Soy Bean,Kafue,Paycode,12,15,14,12,500,500,0,0,400,3700,6000,0,0,16/06/2025
22657,9343,Sugar bean,Lungwebungu,Paycode,22,25,22,22," 1,500.00 ",800,700,0,1400," 29,975.00 ",17500,15400,0,12/07/2025
21509,9392,Navy Bean,Lwangeni,Paycode,21,23,21,21," 1,200.00 ",1200,0,0,1100," 23,325.00 ",25300,0,0,08/07/2025
21510,9392,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 600.00 ,600,0,0,500," 35,825.00 ",12500,0,0,08/07/2025
6183,9396,Groundnut,Lupande,Airtel Money,13,16,14,13,537,537,0,0, 137.00 ,692,2192,0,0,23/05/2025
22113,9412,Groundnut,MGV8,Paycode,13,16,14,13,28,28,0,0, -   ,0,0,0,0,10/07/2025
25572,9416,Groundnut,MGV5,Airtel Money,13,16,14,13,20,0,0,20, 20.00 ,0,0,0,270,01/08/2025
22111,9416,Groundnut,MGV8,Airtel Money,13,16,14,13,115,0,115,0, -   ,0,0,0,0,10/07/2025
16917,9445,Navy Bean,Lwangeni,Paycode,21,23,21,21, 450.00 ,450,0,0,450," 10,350.00 ",10350,0,0,24/06/2025
24726,9469,Navy Bean,Lwangeni,Paycode,21,23,21,21, 137.00 ,137,0,0,62," 2,277.00 ",1426,0,0,23/07/2025
24284,9469,Navy Bean,Lwangeni,Paycode,21,23,21,21, 50.00 ,50,0,0,50, 299.00 ,1150,0,0,20/07/2025
21303,9473,Soy Bean,Kafue,Zamtel Money,9,9,9,9,100,100,0,0,0,0,0,0,0,07/07/2025
5683,9498,Soy Bean,Kafue,Airtel Money,12,12,12,12,100,100,0,0,100,250,1250,0,0,22/05/2025
17428,9559,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 196.00 ,196,0,0,196," 4,900.00 ",4900,0,0,26/06/2025
85,8770,Groundnut,Lupande,Paycode,14,15,14,14,20,0,20,0, -   ,0,0,0,0,15/04/2025
26269,8798,Groundnut,Lupande,Airtel Money,12,13,12,12,0,0,0,0, -   ,0,0,0,0,15/12/2025
743,8798,Groundnut,Lupande,Airtel Money,12,13,12,12,20,0,0,20, -   ,0,0,0,0,29/04/2025
13812,8868,Soy Bean,Kafue,Paycode,12,15,14,12,160,160,0,0,35,25,525,0,0,16/06/2025
17158,8873,Cowpea,Lutembwe,Paycode,10,13,12,10,331,0,0,331,331,6115,0,0,3310,26/06/2025
11460,8873,Soy Bean,Kafue,Paycode,13,17,15,14,475,475,0,0,325,5175,5525,0,0,10/06/2025
16458,8896,Soy Bean,Kafue,Airtel Money,11,11,11,11,200,0,0,200,0,0,0,0,0,24/06/2025
22068,8942,Navy Bean,Lwangeni,Paycode,21,23,21,21, 700.00 ,700,0,0,650," 12,975.00 ",14950,0,0,10/07/2025
22060,8946,Navy Bean,Lwangeni,Paycode,21,23,21,21, 650.00 ,650,0,0,600," 12,500.00 ",13800,0,0,10/07/2025
8415,9012,Soy Bean,Kafue,Airtel Money,12,12,12,12,100,0,0,100,0,0,0,0,0,30/05/2025
21741,9036,Navy Bean,Lwangeni,Paycode,21,23,21,21, 500.00 ,500,0,0,425," 8,775.00 ",9775,0,0,09/07/2025
21723,9053,Soy Bean,Kafue,Paycode,12,15,14,12,996,996,0,0,866,12490,12990,0,0,09/07/2025
21724,9053,Soy Bean,Emerald,Paycode,12,15,14,12,875,875,0,0,775,24115,11625,0,0,09/07/2025
12832,9057,Soy Bean,Kafue,Paycode,12,15,14,12,1182,1182,0,0,982,14394,14730,0,0,13/06/2025
1104,9579,Groundnut,Lupande,Paycode,12,13,12,12,52,52,0,0, -   ,0,0,0,0,01/05/2025
1065,9583,Groundnut,Lupande,Paycode,12,13,12,12,19,0,19,0, -   ,0,0,0,0,01/05/2025
16621,9591,Groundnut,Wamusanga,Airtel Money,12,13,12,12,127,127,0,0, -   ,0,0,0,0,25/06/2025
3883,9591,Groundnut,Wamusanga,Airtel Money,12,13,12,12,610,610,0,0, -   ,0,0,0,0,15/05/2025
7062,9656,Soy Bean,Emerald,Airtel Money,12,12,12,12,322,0,322,0,22,281,0,281,0,27/05/2025
11012,9668,Sunflower,Sunflower,Paycode,6,6,6,6,169,169,0,0,114,6327,684,0,0,08/06/2025
21269,9672,Navy Bean,Lwangeni,Paycode,21,23,21,21, 200.00 ,200,0,0,150," 1,650.00 ",3450,0,0,07/07/2025
21098,9680,Navy Bean,Lwangeni,Paycode,21,23,21,21, 350.00 ,350,0,0,300," 6,600.00 ",6900,0,0,07/07/2025
19316,9688,Navy Bean,Lwangeni,Paycode,21,23,21,21, 75.00 ,75,0,0,0, -   ,0,0,0,01/07/2025
19310,9692,Navy Bean,Lwangeni,Paycode,21,23,21,21, 600.00 ,150,450,0,400," 4,750.00 ",0,8400,0,01/07/2025
19311,9692,Navy Bean,Lwangeni,Paycode,21,23,21,21, 150.00 ,0,150,0,150," 3,150.00 ",0,3150,0,01/07/2025
21104,9696,Navy Bean,Lwangeni,Paycode,21,23,21,21, 850.00 ,750,100,0,800," 16,000.00 ",16100,2100,0,07/07/2025
26093,9716,Sugar bean,Lungwebungu,Paycode,25,30,27,25, 700.00 ,700,0,0,650," 17,400.00 ",19500,0,0,27/09/2025
23955,9726,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 50.00 ,50,0,0,50," 1,250.00 ",1250,0,0,18/07/2025
21267,9758,Navy Bean,Lwangeni,Paycode,21,23,21,21, 250.00 ,250,0,0,200," 2,800.00 ",4600,0,0,07/07/2025
16032,9810,Soy Bean,Kafue,Airtel Money,11,11,11,11,58,58,0,0,0,6,6,0,0,23/06/2025
359,9810,Soy Bean,Emerald,Paycode,12,12,12,12,500,500,0,0,400,5000,5000,0,0,23/04/2025
10149,9814,Soy Bean,Emerald,MTN Money,12,12,12,12,550,550,0,0,550,6875,6875,0,0,05/06/2025
1619,9814,Soy Bean,Emerald,MTN Money,12,12,12,12,900,900,0,0,800,10000,10000,0,0,06/05/2025
1351,9814,Soy Bean,Kafue,MTN Money,12,12,12,12,100,100,0,0,0,0,0,0,0,04/05/2025
8299,9814,Soy Bean,Emerald,MTN Money,12,12,12,12,400,400,0,0,400,5000,5000,0,0,30/05/2025
3906,9814,Soy Bean,Kafue,MTN Money,12,12,12,12,150,150,0,0,150,1875,1875,0,0,15/05/2025
8569,9949,Soy Bean,Kafue,Airtel Money,12,12,12,12,150,0,0,150,0,0,0,0,0,31/05/2025
23765,10049,Navy Bean,Lwangeni,Paycode,23,27,25,23, 100.00 ,100,0,0,50," 1,350.00 ",1350,0,0,17/07/2025
3207,10077,Soy Bean,Kafue,Paycode,13,17,15,14,170,170,0,0,70,190,1190,0,0,13/05/2025
20713,10085,Navy Bean,Lwangeni,Paycode,21,23,21,21, 750.00 ,750,0,0,700," 14,150.00 ",16100,0,0,05/07/2025
8262,10266,Groundnut,Lupande,Airtel Money,12,13,12,12,19,19,0,0, -   ,0,0,0,0,30/05/2025
10188,10289,Soy Bean,Kafue,Paycode,13,17,15,14,1090,1090,0,0,840,13809,14280,0,0,05/06/2025
14017,10386,Navy Bean,Lwangeni,Paycode,21,23,21,21, 500.00 ,150,350,0,450," 7,950.00 ",2300,7350,0,17/06/2025
17258,10394,Navy Bean,Lwangeni,Paycode,21,23,21,21, 450.00 ,450,0,0,400," 8,200.00 ",9200,0,0,26/06/2025
16121,10403,Navy Bean,Lwangeni,Paycode,21,23,21,21," 2,700.00 ",1300,1400,0,2650," 55,775.00 ",28750,29400,0,24/06/2025
9045,10458,Soy Bean,Kafue,Paycode,12,12,12,12,750,750,0,0,450,5170,5670,0,0,02/06/2025
5950,10581,Soy Bean,Kafue,Paycode,12,12,12,12,750,750,0,0,300,3780,3780,0,0,23/05/2025
9988,10677,Soy Bean,Kafue,Paycode,13,17,15,14,1456,1456,0,0,1256,20202,21352,0,0,04/06/2025
14706,10689,Soy Bean,Kafue,Zamtel Money,12,12,12,12,15,15,0,0,0,0,0,0,0,18/06/2025
20737,10697,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 50.00 ,50,0,0,0,-300.00 ,0,0,0,05/07/2025
18651,10705,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 300.00 ,150,150,0,200," 3,275.00 ",1250,3300,0,29/06/2025
25761,10726,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 100.00 ,100,0,0,50," 17,120.00 ",1250,0,0,13/08/2025
25957,10726,Sugar bean,Lungwebungu,Airtel Money,22,25,22,22, 500.00 ,500,0,0,500," 12,500.00 ",12500,0,0,28/08/2025
25759,10726,Navy Bean,Lwangeni,Airtel Money,21,23,21,21, 500.00 ,500,0,0,450," 10,350.00 ",10350,0,0,13/08/2025
23027,10738,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 350.00 ,350,0,0,250," 4,975.00 ",6250,0,0,14/07/2025
19328,10812,Navy Bean,Lwangeni,Paycode,21,23,21,21, 200.00 ,200,0,0,150," 2,150.00 ",3450,0,0,01/07/2025
19325,10818,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 50.00 ,50,0,0,50, 950.00 ,1250,0,0,01/07/2025
23890,10839,Groundnut,Wamusanga,Airtel Money,13,16,14,13,100,100,0,0, -   ,0,0,0,0,18/07/2025
19332,10858,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 320.00 ,320,0,0,270," 6,750.00 ",6750,0,0,01/07/2025
504,10950,Groundnut,Lupande,Airtel Money,12,13,12,12,100,0,100,0, -   ,0,0,0,0,25/04/2025
21888,11027,Sugar bean,Lungwebungu,Paycode,22,25,22,22," 1,158.00 ",1158,0,0,1158," 26,350.00 ",28950,0,0,10/07/2025
19821,11027,Navy Bean,Lwangeni,Paycode,21,23,21,21, 400.00 ,300,100,0,400," 2,275.00 ",6900,2100,0,02/07/2025
19822,11027,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 200.00 ,200,0,0,200," 5,000.00 ",5000,0,0,02/07/2025
23439,11043,Groundnut,Wamusanga,Paycode,13,16,14,13,93,93,0,0, -   ,0,0,0,0,15/07/2025
7110,11051,Groundnut,Wamusanga,Paycode,13,16,14,13,120,0,120,0, -   ,0,0,0,0,27/05/2025
20157,11064,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 500.00 ,500,0,0,500," 12,500.00 ",12500,0,0,04/07/2025
20156,11064,Navy Bean,Lwangeni,Paycode,21,23,21,21, 500.00 ,500,0,0,500," 6,260.00 ",11500,0,0,04/07/2025
17683,11097,Navy Bean,Lwangeni,Paycode,21,23,21,21, 550.00 ,550,0,0,550," 11,250.00 ",12650,0,0,27/06/2025
17682,11097,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 700.00 ,700,0,0,700," 15,460.00 ",17500,0,0,27/06/2025
19960,11109,Sugar bean,Lungwebungu,Paycode,22,25,22,22, 500.00 ,500,0,0,400," 8,260.00 ",10000,0,0,03/07/2025
20843,11118,Navy Bean,Lwangeni,Paycode,21,23,21,21, 250.00 ,250,0,0,200," 3,300.00 ",4600,0,0,06/07/2025
17615,11126,Navy Bean,Lwangeni,Paycode,21,23,21,21, 450.00 ,450,0,0,300," 5,330.00 ",6900,0,0,27/06/2025
17759,11130,Navy Bean,Lwangeni,Paycode,21,23,21,21, 350.00 ,350,0,0,300," 6,330.00 ",6900,0,0,27/06/2025
17604,11149,Navy Bean,Lwangeni,Paycode,21,23,21,21, 300.00 ,200,100,0,250," 4,550.00 ",3450,2100,0,26/06/2025
17671,11191,Navy Bean,Lwangeni,Paycode,21,23,21,21, 187.00 ,187,0,0,137," 2,151.00 ",3151,0,0,27/06/2025
22520,11196,Navy Bean,Lwangeni,Paycode,21,23,21,21, 283.00 ,283,0,0,233," 4,359.00 ",5359,0,0,11/07/2025
18218,11229,Navy Bean,Lwangeni,Paycode,21,23,21,21, 350.00 ,350,0,0,300," 6,900.00 ",6900,0,0,28/06/2025
23673,4854,Sunflower,Sunflower,Paycode,6,6,6,6,75,75,0,0,20,120,120,0,0,17/07/2025
18458,4899,Soy Bean,Kafue,MTN Money,10,10,10,10,1226,1226,0,0,1226,12223,12873,0,0,28/06/2025
10958,4899,Soy Bean,Kafue,MTN Money,12,12,12,12,2607,2607,0,0,2264,27650,28300,0,0,08/06/2025
9155,4943,Soy Bean,Kafue,Paycode,13,17,15,14,1250,1250,0,0,950,13500,16150,0,0,03/06/2025
6522,4963,Soy Bean,Kafue,Paycode,13,17,15,14,1084,634,400,50,884,13228,7378,6000,700,24/05/2025
12409,3151,Soy Bean,Emerald,Paycode,12,15,14,12,350,0,350,0,150,1200,0,2100,0,12/06/2025
11461,3155,Soy Bean,Emerald,Paycode,13,17,15,14,600,550,50,0,400,5800,5950,750,0,10/06/2025
2988,3167,Soy Bean,Kafue,Paycode,13,17,15,14,283,0,0,283,183,2562,0,0,2562,12/05/2025
13665,3175,Soy Bean,Emerald,Paycode,12,15,14,12,725,725,0,0,625,10675,9375,0,0,16/06/2025
14214,3220,Soy Bean,Kafue,Paycode,12,15,14,12,559,350,209,0,9,-774,0,126,0,17/06/2025
12151,3237,Soy Bean,Kafue,Paycode,13,17,15,14,2400,2400,0,0,2100,33050,35700,0,0,12/06/2025
1774,3294,Soy Bean,Emerald,Paycode,13,17,15,14,100,100,0,0,0,-1400,0,0,0,07/05/2025
1769,3298,Soy Bean,Kafue,Paycode,13,17,15,14,606,606,0,0,486,7462,8262,0,0,07/05/2025
9772,3302,Soy Bean,Kafue,Paycode,13,17,15,14,1238,1072,166,0,888,13387,12274,2490,0,04/06/2025
9771,3302,Cowpea,Lutembwe,Paycode,10,13,12,10,86,86,0,0,21,-727,273,0,0,04/06/2025
11883,3306,Soy Bean,Kafue,Paycode,13,17,15,14,91,91,0,0,0,0,0,0,0,11/06/2025
4922,3306,Cowpea,Lutembwe,Paycode,10,13,12,10,200,200,0,0,135,245,1755,0,0,20/05/2025
14579,3318,Soy Bean,Kafue,Paycode,12,15,14,12,1629,1629,0,0,1289,16685,19335,0,0,18/06/2025
11884,3326,Cowpea,Lutembwe,Paycode,10,13,12,10,668,668,0,0,668,8684,8684,0,0,11/06/2025
8294,3326,Soy Bean,Emerald,Paycode,13,17,15,14,619,619,0,0,419,6223,7123,0,0,30/05/2025
12178,3330,Soy Bean,Emerald,Paycode,13,17,15,14,783,783,0,0,683,24387,11611,0,0,12/06/2025
14553,3338,Cowpea,Lutembwe,Paycode,10,13,12,10,72,0,72,0,7,11899,0,84,0,18/06/2025
3491,3346,Soy Bean,Kafue,Paycode,13,17,15,14,540,0,540,0,415,5325,0,6225,0,14/05/2025
11478,3358,Soy Bean,Kafue,Paycode,13,17,15,14,1238,1238,0,0,938,13746,15946,0,0,10/06/2025
1767,3370,Soy Bean,Kafue,Paycode,13,17,15,14,411,411,0,0,311,4487,5287,0,0,07/05/2025
5349,3386,Soy Bean,Kafue,Paycode,13,17,15,14,494,250,244,0,394,5710,2550,3660,0,21/05/2025
3499,3433,Soy Bean,Kafue,Paycode,13,17,15,14,500,500,0,0,350,4750,5950,0,0,14/05/2025
10527,3487,Soy Bean,Emerald,Airtel Money,12,12,12,12,1300,0,0,1300,1300,16370,0,0,16640,06/06/2025
10526,3487,Soy Bean,Emerald,Airtel Money,12,12,12,12,100,0,0,100,0,-270,0,0,0,06/06/2025
3149,3495,Soy Bean,Kafue,Airtel Money,12,12,12,12,113,0,0,113,93,1162,0,0,1162,12/05/2025
9586,3500,Soy Bean,Emerald,Airtel Money,12,12,12,12,200,0,0,200,0,0,0,0,0,03/06/2025
18884,3520,Soy Bean,Kafue,Airtel Money,9,9,9,9,12,0,12,0,0,0,0,0,0,30/06/2025
11542,3531,Soy Bean,Kafue,Paycode,13,17,15,14,1035,1000,35,0,935,15525,15300,525,0,10/06/2025
4966,3537,Soy Bean,Emerald,Paycode,13,17,15,14,1250,700,550,0,1150,19035,10200,8250,0,20/05/2025
9308,3631,Soy Bean,Kafue,Paycode,13,17,15,14,45,0,45,0,0,-400,0,0,0,03/06/2025
9312,3631,Soy Bean,Kafue,Paycode,13,17,15,14,50,0,50,0,50,100,0,750,0,03/06/2025
9309,3631,Soy Bean,Emerald,Paycode,13,17,15,14,175,0,75,100,75,585,0,0,1050,03/06/2025
1565,3645,Soy Bean,Kafue,Paycode,13,17,15,14,2350,1691,659,0,2100,32582,24497,9885,0,06/05/2025
9310,3645,Cowpea,Lutembwe,Paycode,10,13,12,10,111,111,0,0,111,1443,1443,0,0,03/06/2025
1789,3659,Cowpea,Lutembwe,Paycode,10,13,12,10,163,0,163,0,98,276,0,1176,0,07/05/2025
10372,3675,Soy Bean,Kafue,Paycode,13,17,15,14,1173,1173,0,0,848,12016,14416,0,0,06/06/2025
17278,3683,Soy Bean,Emerald,Paycode,12,15,14,12,623,623,0,0,523,14610,7845,0,0,26/06/2025
17249,3687,Soy Bean,Kafue,Paycode,12,15,14,12,843,843,0,0,543,6245,8145,0,0,26/06/2025
7792,3701,Soy Bean,Kafue,Paycode,13,17,15,14,131,131,0,0,0,-900,0,0,0,29/05/2025
